"Acct_new","Recycle","SolidWaste","Opt_out","Open","Click"
"923-0018120",1,1,"","1","0"
"923-0018192",0,1,"","1","1"
"923-0018241",1,1,"","1","0"
"923-0018267",0,1,"","1","0"
"923-0018280",1,1,"","1","1"
"923-0018348",0,1,"","1","1"
"923-0018359",0,1,"","1","1"
"923-0018386",1,1,"","1","1"
"923-0018432",1,1,"","1","1"
"923-0018553",1,1,"","1","0"
"923-0018561",0,1,"","1","0"
"923-0018636",1,1,"","1","1"
"923-0018674",1,1,"","1","0"
"923-0018703",1,1,"","1","1"
"923-0018725",1,1,"","1","0"
"923-0018763",1,1,"","1","0"
"923-0018817",0,1,"","1","0"
"923-0018959",0,1,"","1","1"
"923-0019004",1,1,"","1","1"
"923-0019059",1,1,"","1","0"
"923-0019070",0,1,"","1","0"
"923-0019198",1,0,"","1","1"
"923-0019275",1,1,"","1","0"
"923-0019318",1,1,"","1","0"
"923-0019364",1,1,"","1","1"
"923-0019382",0,1,"","1","1"
"923-0019437",1,1,"","1","0"
"923-0019460",0,1,"","1","0"
"923-0019468",1,1,"","1","0"
"923-0019518",1,1,"","1","0"
"923-0019534",1,1,"","1","0"
"923-0019587",0,1,"","1","1"
"923-0019743",1,1,"","1","0"
"923-0019758",0,1,"","1","1"
"923-0019760",1,1,"","1","1"
"923-0019799",1,1,"","1","0"
"923-0019802",0,1,"","1","0"
"923-0020001",0,1,"","1","0"
"923-0020006",1,1,"","1","0"
"923-0020025",1,1,"","1","1"
"923-0020094",1,1,"","1","1"
"923-0020112",0,1,"","1","0"
"923-0020174",1,1,"","1","0"
"923-0020245",1,1,"","1","1"
"923-0020252",1,1,"","1","1"
"923-0020358",1,1,"","1","1"
"923-0020371",0,1,"","1","0"
"923-0020384",0,1,"","1","1"
"923-0020453",1,1,"","1","1"
"923-0020479",1,1,"","1","0"
"923-0020504",1,1,"","1","1"
"923-0020514",1,1,"","1","0"
"923-0020673",0,1,"","1","1"
"923-0020748",1,1,"","1","1"
"923-0020752",0,1,"","1","0"
"923-0020868",0,1,"","1","0"
"923-0020872",0,1,"","1","1"
"923-0020940",0,1,"","1","1"
"923-0021088",1,1,"","1","0"
"923-0021095",1,1,"","1","1"
"923-0021107",0,1,"","1","1"
"923-0021131",1,1,"","1","0"
"923-0021148",1,1,"","1","1"
"923-0021167",0,1,"","1","1"
"923-0021208",1,1,"","1","1"
"923-0021273",1,1,"","1","0"
"923-0021356",0,1,"","1","1"
"923-0021388",1,1,"","1","1"
"923-0021405",1,1,"","1","0"
"923-0021415",0,1,"","1","1"
"923-0021423",1,1,"","1","1"
"923-0021483",0,1,"","1","0"
"923-0021541",1,1,"","1","0"
"923-0021652",1,1,"","1","0"
"923-0021693",0,1,"","1","0"
"923-0021863",1,1,"","1","1"
"923-0021890",1,1,"","1","1"
"923-0021906",1,1,"","1","1"
"923-0021980",1,1,"","1","0"
"923-0021986",1,1,"","1","0"
"923-0022041",0,1,"","1","0"
"923-0022054",1,1,"","1","0"
"923-0022055",0,1,"","1","0"
"923-0022080",1,1,"","1","1"
"923-0022143",0,1,"","1","0"
"923-0022188",0,1,"","1","0"
"923-0022207",0,1,"","1","0"
"923-0022210",0,1,"","1","0"
"923-0022218",0,1,"","1","0"
"923-0022265",1,1,"","1","1"
"923-0022307",1,1,"","1","1"
"923-0022447",0,1,"","1","1"
"923-0022454",0,1,"","1","0"
"923-0022507",1,1,"","1","0"
"923-0022539",0,1,"","1","0"
"923-0022595",0,1,"","1","0"
"923-0022625",0,1,"","1","0"
"923-0022684",1,1,"","1","0"
"923-0022685",1,1,"","1","1"
"923-0022687",1,1,"","1","0"
"923-0022835",0,1,"","1","1"
"923-0022928",1,1,"","1","1"
"923-0022933",0,1,"","1","0"
"923-0022939",1,1,"","1","1"
"923-0022952",1,1,"","1","1"
"923-0022963",1,1,"","1","1"
"923-0023151",0,1,"","1","0"
"923-0023232",0,1,"","1","1"
"923-0023305",0,1,"","1","0"
"923-0023819",0,1,"","1","0"
"923-0023876",0,1,"","1","0"
"923-0024126",1,1,"","1","0"
"923-0024466",1,1,"","1","1"
"923-0024500",1,1,"","1","0"
"923-0024523",1,1,"","1","0"
"923-0024998",0,1,"","1","1"
"923-0025025",0,1,"","1","0"
"923-0025044",1,1,"","1","1"
"923-0025166",0,1,"","1","0"
"923-0025266",1,1,"","1","0"
"923-0025589",1,1,"","1","1"
"923-0025729",1,1,"","1","1"
"923-0025826",0,1,"","1","0"
"923-0025834",0,1,"","1","0"
"923-0025839",0,1,"","1","0"
"923-0025856",1,1,"","1","0"
"923-0025903",1,1,"","1","0"
"923-0025914",1,1,"","1","1"
"923-0025917",1,1,"","1","0"
"923-0025960",1,1,"","1","1"
"923-0025984",0,1,"","1","0"
"923-0025995",1,1,"","1","1"
"923-0026011",0,1,"","1","0"
"923-0026049",0,1,"","1","1"
"923-0026114",1,1,"","1","0"
"923-0026160",1,1,"","1","1"
"923-0026172",1,1,"","1","1"
"923-0026200",0,1,"","1","0"
"923-0026201",1,1,"","1","0"
"923-0026216",1,1,"","1","0"
"923-0026348",0,1,"","1","1"
"923-0026349",0,1,"","1","1"
"923-0026651",1,1,"","1","1"
"923-0026691",0,1,"","1","0"
"923-0026692",1,1,"","1","0"
"923-0026711",1,1,"","1","0"
"923-0026718",0,1,"","1","0"
"923-0026879",0,1,"","1","1"
"923-0026893",1,1,"","1","1"
"923-0026950",1,1,"","1","1"
"923-0027071",1,1,"","1","0"
"923-0027074",0,1,"","1","0"
"923-0027091",1,1,"","1","0"
"923-0027095",0,1,"","1","1"
"923-0027117",0,1,"","1","0"
"923-0027217",0,1,"","1","0"
"923-0027306",1,1,"","1","1"
"923-0027321",0,1,"","1","1"
"923-0027360",1,1,"","1","0"
"923-0027365",1,1,"","1","1"
"923-0027386",1,1,"","1","1"
"923-0027388",1,1,"","1","1"
"923-0027402",1,1,"","1","1"
"923-0027435",1,1,"","1","0"
"923-0027496",1,1,"","1","0"
"923-0027522",1,1,"","1","0"
"923-0027543",1,1,"","1","1"
"923-0027550",0,1,"","1","0"
"923-0027559",0,1,"","1","1"
"923-0027632",1,1,"","1","0"
"923-0027658",1,1,"","1","1"
"923-0027710",0,1,"","1","1"
"923-0027716",1,1,"","1","1"
"923-0027720",0,1,"","1","0"
"923-0027726",0,1,"","1","1"
"923-0027736",1,1,"","1","1"
"923-0027768",1,1,"","1","1"
"923-0027795",1,1,"","1","1"
"923-0027798",0,1,"","1","1"
"923-0027881",1,1,"","1","0"
"923-0027915",1,1,"","1","0"
"923-0027918",1,1,"","1","0"
"923-0027923",1,1,"","1","0"
"923-0027952",0,1,"","1","0"
"923-0028001",1,1,"","1","0"
"923-0028005",0,1,"","1","1"
"923-0028007",0,1,"","1","0"
"923-0028031",1,1,"","1","0"
"923-0028044",0,1,"","1","0"
"923-0028105",0,1,"","1","0"
"923-0028112",0,1,"","1","0"
"923-0028132",0,1,"","1","1"
"923-0028146",1,1,"","1","1"
"923-0028176",0,1,"","1","1"
"923-0028185",1,1,"","1","0"
"923-0028209",1,1,"","1","0"
"923-0028280",0,1,"","1","0"
"923-0028333",0,1,"","1","1"
"923-0028336",0,1,"","1","1"
"923-0028348",1,1,"","1","1"
"923-0028383",1,1,"","1","1"
"923-0028434",1,1,"","1","0"
"923-0028451",1,1,"","1","1"
"923-0028461",0,1,"","1","0"
"923-0028500",1,1,"","1","0"
"923-0028520",1,1,"","1","1"
"923-0028569",1,1,"","1","1"
"923-0028620",0,1,"","1","1"
"923-0028664",0,1,"","1","0"
"923-0029128",1,1,"","1","0"
"923-0029141",0,1,"","1","0"
"923-0029162",1,1,"","1","0"
"923-0029168",1,1,"","1","0"
"923-0029169",1,1,"","1","0"
"923-0029197",1,1,"","1","1"
"923-0029227",1,1,"","1","1"
"923-0029236",0,1,"","1","1"
"923-0029269",0,1,"","1","0"
"923-0029277",0,1,"","1","1"
"923-0029390",1,1,"","1","1"
"923-0029458",0,1,"","1","1"
"923-0029484",1,1,"","1","1"
"923-0029492",0,1,"","1","1"
"923-0029517",1,1,"","1","1"
"923-0029600",1,1,"","1","1"
"923-0029602",1,1,"","1","0"
"923-0029619",1,1,"","1","0"
"923-0029648",1,1,"","1","0"
"923-0029654",1,1,"","1","0"
"923-0029687",1,1,"","1","0"
"923-0029736",1,1,"","1","1"
"923-0029745",0,1,"","1","0"
"923-0029748",1,1,"","1","0"
"923-0029749",0,1,"","1","1"
"923-0029788",0,1,"","1","0"
"923-0029836",1,1,"","1","0"
"923-0029846",1,1,"","1","1"
"923-0029884",1,1,"","1","0"
"923-0029961",1,1,"","1","1"
"923-0029978",0,1,"","1","1"
"923-0030010",1,1,"","1","1"
"923-0030021",0,1,"","1","1"
"923-0030088",1,1,"","1","0"
"923-0030107",0,1,"","1","0"
"923-0030115",0,1,"","1","1"
"923-0030134",0,1,"","1","0"
"923-0030149",1,1,"","1","1"
"923-0030177",0,1,"","1","0"
"923-0030224",0,1,"","1","1"
"923-0030227",1,1,"","1","0"
"923-0030246",1,1,"","1","0"
"923-0030285",0,1,"","1","1"
"923-0030294",0,1,"","1","0"
"923-0030299",0,1,"","1","1"
"923-0030327",0,1,"","1","0"
"923-0030341",0,1,"","1","1"
"923-0030410",1,1,"","1","0"
"923-0030467",1,1,"","1","1"
"923-0030473",0,1,"","1","0"
"923-0030618",0,1,"","1","1"
"923-0030669",0,1,"","1","0"
"923-0030698",0,1,"","1","0"
"923-0030729",0,1,"","1","1"
"923-0030749",0,1,"","1","0"
"923-0030782",0,1,"","1","0"
"923-0030796",1,1,"","1","0"
"923-0030809",0,1,"","1","0"
"923-0030841",0,1,"","1","1"
"923-0030843",0,1,"","1","0"
"923-0030852",0,1,"","1","1"
"923-0030863",0,1,"","1","1"
"923-0030866",0,1,"","1","1"
"923-0030867",1,1,"","1","0"
"923-0030874",1,1,"","1","0"
"923-0030935",0,1,"","1","1"
"923-0030938",0,1,"","1","0"
"923-0030983",0,1,"","1","1"
"923-0030988",0,1,"","1","1"
"923-0031011",0,1,"","1","1"
"923-0031038",0,1,"","1","1"
"923-0031052",0,1,"","1","0"
"923-0031054",0,1,"","1","0"
"923-0031087",1,1,"","1","1"
"923-0031101",1,1,"","1","0"
"923-0031108",0,1,"","1","0"
"923-0031157",0,1,"","1","0"
"923-0031224",0,1,"","1","0"
"923-0031248",1,1,"","1","1"
"923-0031285",0,1,"","1","0"
"923-0031312",0,1,"","1","1"
"923-0031319",0,1,"","1","0"
"923-0031362",1,1,"","1","0"
"923-0031382",0,1,"","1","0"
"923-0031434",1,1,"","1","0"
"923-0031474",1,1,"","1","0"
"923-0031480",1,1,"","1","0"
"923-0031484",1,1,"","1","0"
"923-0031501",1,1,"","1","1"
"923-0031506",1,1,"","1","0"
"923-0031509",0,1,"","1","0"
"923-0031543",0,1,"","1","1"
"923-0031593",0,1,"","1","0"
"923-0031596",0,1,"","1","0"
"923-0031616",1,1,"","1","1"
"923-0031632",1,1,"","1","0"
"923-0031659",1,1,"","1","1"
"923-0031675",1,1,"","1","0"
"923-0031734",1,1,"","1","1"
"923-0031755",1,1,"","1","1"
"923-0031774",1,1,"","1","0"
"923-0031823",1,1,"","1","0"
"923-0031824",0,1,"","1","1"
"923-0031857",1,1,"","1","0"
"923-0031869",1,1,"","1","0"
"923-0031898",1,1,"","1","1"
"923-0031984",1,1,"","1","0"
"923-0032020",1,1,"","1","0"
"923-0032023",1,1,"","1","0"
"923-0032054",1,1,"","1","0"
"923-0032063",1,1,"","1","0"
"923-0032102",1,1,"","1","0"
"923-0032117",1,1,"","1","0"
"923-0032123",0,1,"","1","0"
"923-0032150",1,1,"","1","0"
"923-0032174",1,1,"","1","0"
"923-0032184",1,1,"","1","0"
"923-0032206",0,1,"","1","0"
"923-0032265",1,1,"","1","1"
"923-0032278",1,1,"","1","1"
"923-0032279",0,1,"","1","1"
"923-0032306",0,1,"","1","0"
"923-0032325",0,1,"","1","0"
"923-0032380",1,1,"","1","0"
"923-0032399",0,1,"","1","1"
"923-0032471",0,1,"","1","1"
"923-0032472",1,1,"","1","1"
"923-0032490",1,1,"","1","0"
"923-0032492",1,1,"","1","1"
"923-0032519",1,1,"","1","1"
"923-0032574",1,1,"","1","0"
"923-0033009",1,1,"","1","1"
"923-0033013",1,1,"","1","0"
"923-0033149",1,1,"","1","1"
"923-0033152",1,1,"","1","0"
"923-0033229",1,1,"","1","1"
"923-0033303",1,1,"","1","0"
"923-0033341",1,1,"","1","1"
"923-0033359",1,1,"","1","0"
"923-0033366",0,1,"","1","1"
"923-0033388",1,1,"","1","1"
"923-0033429",1,1,"","1","1"
"923-0033451",1,1,"","1","0"
"923-0033474",1,1,"","1","1"
"923-0033493",1,1,"","1","0"
"923-0033522",1,1,"","1","1"
"923-0033534",1,1,"","1","1"
"923-0033593",1,1,"","1","0"
"923-0033608",1,1,"","1","0"
"923-0033644",1,1,"","1","1"
"923-0033690",0,1,"","1","0"
"923-0033710",1,1,"","1","0"
"923-0033726",1,1,"","1","1"
"923-0033739",0,1,"","1","0"
"923-0033741",1,1,"","1","1"
"923-0033792",0,1,"","1","0"
"923-0033801",1,1,"","1","1"
"923-0033817",0,1,"","1","1"
"923-0033823",0,1,"","1","0"
"923-0033824",1,1,"","1","0"
"923-0033836",1,1,"","1","0"
"923-0033854",1,1,"","1","0"
"923-0033895",0,1,"","1","0"
"923-0033904",0,1,"","1","1"
"923-0033906",0,1,"","1","0"
"923-0033954",1,1,"","1","1"
"923-0033974",1,1,"","1","0"
"923-0033999",1,1,"","1","0"
"923-0034006",0,1,"","1","0"
"923-0034014",1,1,"","1","0"
"923-0034048",0,1,"","1","0"
"923-0034062",1,1,"","1","0"
"923-0034086",1,1,"","1","1"
"923-0034101",0,1,"","1","1"
"923-0034124",0,1,"","1","1"
"923-0034137",1,1,"","1","0"
"923-0034236",0,1,"","1","0"
"923-0034274",0,1,"","1","1"
"923-0034328",1,1,"","1","1"
"923-0034329",0,1,"","1","1"
"923-0034362",1,1,"","1","0"
"923-0034405",1,1,"","1","0"
"923-0034428",1,1,"","1","0"
"923-0034449",1,1,"","1","0"
"923-0034481",1,1,"","1","1"
"923-0034492",0,1,"","1","0"
"923-0034511",1,1,"","1","0"
"923-0034519",0,1,"","1","0"
"923-0034522",1,1,"","1","1"
"923-0034524",1,1,"","1","0"
"923-0034545",1,1,"","1","1"
"923-0034552",1,1,"","1","0"
"923-0034560",0,1,"","1","0"
"923-0034605",1,1,"","1","0"
"923-0034612",0,1,"","1","1"
"923-0034625",1,1,"","1","0"
"923-0034632",1,1,"","1","0"
"923-0034638",0,1,"","1","1"
"923-0034717",0,1,"","1","1"
"923-0034738",0,1,"","1","1"
"923-0034747",0,1,"","1","0"
"923-0034798",1,1,"","1","1"
"923-0034802",0,1,"","1","1"
"923-0034806",1,1,"","1","1"
"923-0034928",0,1,"","1","1"
"923-0034933",1,1,"","1","1"
"923-0034955",0,1,"","1","1"
"923-0034993",0,1,"","1","0"
"923-0034995",1,1,"","1","0"
"923-0034997",0,1,"","1","1"
"923-0035036",0,1,"","1","1"
"923-0035049",0,1,"","1","0"
"923-0035067",0,1,"","1","0"
"923-0035082",1,1,"","1","0"
"923-0035128",1,1,"","1","1"
"923-0035157",0,1,"","1","1"
"923-0035158",1,1,"","1","1"
"923-0035171",0,1,"","1","0"
"923-0035225",1,1,"","1","0"
"923-0035265",0,1,"","1","0"
"923-0035310",1,1,"","1","1"
"923-0035617",0,1,"","1","0"
"923-0035655",0,1,"","1","0"
"923-0035663",0,1,"","1","0"
"923-0035736",0,1,"","1","1"
"923-0035760",0,1,"","1","1"
"923-0035778",0,1,"","1","1"
"923-0035785",1,1,"","1","0"
"923-0035808",1,1,"","1","0"
"923-0035816",0,1,"","1","0"
"923-0035830",0,1,"","1","0"
"923-0035868",1,1,"","1","0"
"923-0035896",1,1,"","1","0"
"923-0035923",0,1,"","1","0"
"923-0035929",1,1,"","1","0"
"923-0035931",1,1,"","1","1"
"923-0035932",0,1,"","1","1"
"923-0035959",1,1,"","1","0"
"923-0035962",1,1,"","1","1"
"923-0035973",1,1,"","1","0"
"923-0035985",1,1,"","1","1"
"923-0036011",0,1,"","1","0"
"923-0036019",1,1,"","1","1"
"923-0036028",1,1,"","1","1"
"923-0036042",1,1,"","1","1"
"923-0036043",0,1,"","1","0"
"923-0036050",0,1,"","1","1"
"923-0036117",0,1,"","1","1"
"923-0036160",1,1,"","1","0"
"923-0036162",1,1,"","1","1"
"923-0036164",1,1,"","1","1"
"923-0036172",1,1,"","1","1"
"923-0036204",1,1,"","1","0"
"923-0036215",1,1,"","1","1"
"923-0036243",1,1,"","1","0"
"923-0036252",1,1,"","1","1"
"923-0036259",1,1,"","1","0"
"923-0036287",1,1,"","1","1"
"923-0036295",0,1,"","1","0"
"923-0036297",1,1,"","1","0"
"923-0036305",1,1,"","1","0"
"923-0036307",1,1,"","1","0"
"923-0036314",1,1,"","1","0"
"923-0036331",0,1,"","1","1"
"923-0036335",0,1,"","1","0"
"923-0036339",1,1,"","1","0"
"923-0036345",0,1,"","1","0"
"923-0036364",1,1,"","1","1"
"923-0036373",0,1,"","1","1"
"923-0036380",0,1,"","1","1"
"923-0036396",1,1,"","1","1"
"923-0036403",0,1,"","1","0"
"923-0036429",1,1,"","1","0"
"923-0036445",1,1,"","1","0"
"923-0036461",1,1,"","1","1"
"923-0036472",1,1,"","1","0"
"923-0036473",0,1,"","1","0"
"923-0036529",1,1,"","1","0"
"923-0036538",0,1,"","1","0"
"923-0036592",1,1,"","1","1"
"923-0036594",1,1,"","1","0"
"923-0036608",0,1,"","1","0"
"923-0036667",1,1,"","1","0"
"923-0036696",1,1,"","1","1"
"923-0036812",1,1,"","1","0"
"923-0036814",0,1,"","1","0"
"923-0036860",1,1,"","1","0"
"923-0036905",1,1,"","1","0"
"923-0036921",1,1,"","1","1"
"923-0036925",0,1,"","1","0"
"923-0036974",1,1,"","1","0"
"923-0036980",1,1,"","1","1"
"923-0036988",0,1,"","1","0"
"923-0036995",1,1,"","1","1"
"923-0036999",1,1,"","1","0"
"923-0037036",1,1,"","1","1"
"923-0037044",1,1,"","1","0"
"923-0037072",1,1,"","1","1"
"923-0037073",1,1,"","1","0"
"923-0037082",1,1,"","1","0"
"923-0037102",1,1,"","1","1"
"923-0037108",1,1,"","1","0"
"923-0037114",0,1,"","1","0"
"923-0037122",1,1,"","1","1"
"923-0037137",1,1,"","1","0"
"923-0037163",1,1,"","1","1"
"923-0037175",1,1,"","1","1"
"923-0037176",1,1,"","1","0"
"923-0037185",0,1,"","1","0"
"923-0037215",1,1,"","1","1"
"923-0037216",1,1,"","1","0"
"923-0037227",1,1,"","1","0"
"923-0037236",1,1,"","1","1"
"923-0037269",1,1,"","1","0"
"923-0037279",1,1,"","1","1"
"923-0037330",1,1,"","1","0"
"923-0037336",1,1,"","1","1"
"923-0037343",1,1,"","1","0"
"923-0037378",1,1,"","1","0"
"923-0037390",0,1,"","1","0"
"923-0037415",0,1,"","1","0"
"923-0037423",1,1,"","1","0"
"923-0037424",0,1,"","1","1"
"923-0037432",1,1,"","1","0"
"923-0037435",1,1,"","1","0"
"923-0037474",0,1,"","1","1"
"923-0037481",0,1,"","1","0"
"923-0037493",1,1,"","1","0"
"923-0037510",1,1,"","1","1"
"923-0037551",1,1,"","1","1"
"923-0037562",0,1,"","1","1"
"923-0037576",1,1,"","1","0"
"923-0037594",1,1,"","1","1"
"923-0037599",0,1,"","1","1"
"923-0037630",0,1,"","1","1"
"923-0037633",0,1,"","1","1"
"923-0037648",1,1,"","1","0"
"923-0037651",0,1,"","1","0"
"923-0037656",0,1,"","1","0"
"923-0037690",1,1,"","1","1"
"923-0037724",1,1,"","1","0"
"923-0037737",0,1,"","1","0"
"923-0037770",1,1,"","1","1"
"923-0037775",0,1,"","1","0"
"923-0037788",0,1,"","1","1"
"923-0037835",0,1,"","1","0"
"923-0037838",1,1,"","1","0"
"923-0037853",1,1,"","1","1"
"923-0037869",0,1,"","1","1"
"923-0037874",1,1,"","1","0"
"923-0037886",1,1,"","1","1"
"923-0037987",0,1,"","1","0"
"923-0038003",0,1,"","1","0"
"923-0038025",1,1,"","1","0"
"923-0038052",0,1,"","1","1"
"923-0038092",0,1,"","1","0"
"923-0038119",0,1,"","1","0"
"923-0038141",1,1,"","1","0"
"923-0038178",0,1,"","1","0"
"923-0038269",1,1,"","1","1"
"923-0038311",0,1,"","1","0"
"923-0038356",0,1,"","1","0"
"923-0038383",0,1,"","1","1"
"923-0038397",0,1,"","1","1"
"923-0038403",0,1,"","1","0"
"923-0038426",1,1,"","1","1"
"923-0038442",0,1,"","1","0"
"923-0038446",1,1,"","1","0"
"923-0038450",1,1,"","1","0"
"923-0038460",0,1,"","1","0"
"923-0038483",1,1,"","1","1"
"923-0038498",1,1,"","1","0"
"923-0038504",1,1,"","1","0"
"923-0038521",0,1,"","1","0"
"923-0038522",1,1,"","1","0"
"923-0038544",0,1,"","1","1"
"923-0038553",0,1,"","1","1"
"923-0038555",1,1,"","1","0"
"923-0038580",0,1,"","1","1"
"923-0038592",0,1,"","1","0"
"923-0038598",1,1,"","1","0"
"923-0038601",1,1,"","1","0"
"923-0038651",0,1,"","1","0"
"923-0038689",1,1,"","1","1"
"923-0038693",1,1,"","1","0"
"923-0038710",1,1,"","1","0"
"923-0038715",1,1,"","1","0"
"923-0038718",1,1,"","1","1"
"923-0038734",0,1,"","1","0"
"923-0038770",1,1,"","1","0"
"923-0038772",1,1,"","1","0"
"923-0038788",1,1,"","1","0"
"923-0038795",0,1,"","1","0"
"923-0038797",1,1,"","1","0"
"923-0038814",1,1,"","1","1"
"923-0038818",1,1,"","1","1"
"923-0038868",1,1,"","1","1"
"923-0038870",0,1,"","1","0"
"923-0038898",1,1,"","1","0"
"923-0038914",0,1,"","1","1"
"923-0038939",0,1,"","1","0"
"923-0038951",0,1,"","1","1"
"923-0038966",0,1,"","1","1"
"923-0038969",1,1,"","1","1"
"923-0038972",0,1,"","1","1"
"923-0038973",1,1,"","1","0"
"923-0038995",1,1,"","1","0"
"923-0039022",1,1,"","1","1"
"923-0039068",1,1,"","1","1"
"923-0039077",1,1,"","1","1"
"923-0039083",1,1,"","1","0"
"923-0039136",0,1,"","1","1"
"923-0039158",1,1,"","1","0"
"923-0039174",1,1,"","1","1"
"923-0039194",0,1,"","1","1"
"923-0039272",0,1,"","1","0"
"923-0039293",0,1,"","1","1"
"923-0039303",1,1,"","1","1"
"923-0039322",0,1,"","1","0"
"923-0039329",1,1,"","1","0"
"923-0039331",0,1,"","1","1"
"923-0039343",0,1,"","1","1"
"923-0039354",0,1,"","1","1"
"923-0039388",1,1,"","1","0"
"923-0039394",1,1,"","1","0"
"923-0039418",1,1,"","1","0"
"923-0039424",1,1,"","1","0"
"923-0039436",0,1,"","1","1"
"923-0039526",1,1,"","1","1"
"923-0039571",1,1,"","1","1"
"923-0039599",0,1,"","1","1"
"923-0039600",1,1,"","1","0"
"923-0039609",0,1,"","1","1"
"923-0039622",1,1,"","1","1"
"923-0039640",0,1,"","1","0"
"923-0039680",1,1,"","1","1"
"923-0039706",0,1,"","1","1"
"923-0039722",1,1,"","1","0"
"923-0039738",1,1,"","1","0"
"923-0039861",0,1,"","1","0"
"923-0039932",0,1,"","1","0"
"923-0040049",1,1,"","1","0"
"923-0040058",1,1,"","1","1"
"923-0040064",1,1,"","1","0"
"923-0040084",1,1,"","1","0"
"923-0040086",1,1,"","1","1"
"923-0040109",1,1,"","1","0"
"923-0040125",1,1,"","1","1"
"923-0040141",1,1,"","1","1"
"923-0040166",0,1,"","1","0"
"923-0040177",1,1,"","1","1"
"923-0040192",1,1,"","1","1"
"923-0040211",1,1,"","1","0"
"923-0040246",1,1,"","1","0"
"923-0040270",1,1,"","1","0"
"923-0040292",1,1,"","1","1"
"923-0040333",1,1,"","1","0"
"923-0040344",1,1,"","1","1"
"923-0040345",1,1,"","1","0"
"923-0040356",0,1,"","1","1"
"923-0040366",0,1,"","1","0"
"923-0040373",0,1,"","1","0"
"923-0040393",0,1,"","1","1"
"923-0040409",1,1,"","1","1"
"923-0040416",1,1,"","1","1"
"923-0040418",1,1,"","1","0"
"923-0040434",0,1,"","1","0"
"923-0040468",0,1,"","1","0"
"923-0040477",1,1,"","1","1"
"923-0040493",0,1,"","1","1"
"923-0040548",1,1,"","1","0"
"923-0040604",1,1,"","1","1"
"923-0040609",0,1,"","1","0"
"923-0040652",1,1,"","1","1"
"923-0040672",0,1,"","1","1"
"923-0040683",1,1,"","1","0"
"923-0040702",0,1,"","1","0"
"923-0040751",1,1,"","1","1"
"923-0040759",0,1,"","1","1"
"923-0040787",1,1,"","1","1"
"923-0040798",1,1,"","1","1"
"923-0040811",0,1,"","1","1"
"923-0040837",1,1,"","1","1"
"923-0040872",0,1,"","1","1"
"923-0040875",1,1,"","1","1"
"923-0040894",1,1,"","1","0"
"923-0040898",1,1,"","1","1"
"923-0040900",1,1,"","1","0"
"923-0040912",1,1,"","1","0"
"923-0040928",0,1,"","1","0"
"923-0040932",1,1,"","1","1"
"923-0040936",0,1,"","1","1"
"923-0040940",0,1,"","1","1"
"923-0040941",0,1,"","1","0"
"923-0040943",1,1,"","1","0"
"923-0040944",1,1,"","1","0"
"923-0040947",1,1,"","1","1"
"923-0040992",1,1,"","1","1"
"923-0041006",1,1,"","1","1"
"923-0041012",0,1,"","1","1"
"923-0041039",0,1,"","1","0"
"923-0041048",0,1,"","1","0"
"923-0041058",0,1,"","1","1"
"923-0041076",0,1,"","1","1"
"923-0041101",1,1,"","1","0"
"923-0041120",1,1,"","1","0"
"923-0041138",1,1,"","1","0"
"923-0041204",1,1,"","1","1"
"923-0041215",1,1,"","1","0"
"923-0041245",0,1,"","1","1"
"923-0041287",0,1,"","1","1"
"923-0041370",1,1,"","1","1"
"923-0041402",1,1,"","1","0"
"923-0041419",0,1,"","1","1"
"923-0041475",1,1,"","1","1"
"923-0041484",1,1,"","1","1"
"923-0041499",1,1,"","1","0"
"923-0041512",0,1,"","1","0"
"923-0041531",1,1,"","1","1"
"923-0041539",1,1,"","1","0"
"923-0041563",1,1,"","1","1"
"923-0041597",1,1,"","1","0"
"923-0041602",0,1,"","1","1"
"923-0041627",0,1,"","1","0"
"923-0041655",0,1,"","1","0"
"923-0041658",0,1,"","1","0"
"923-0041666",1,1,"","1","1"
"923-0041688",1,1,"","1","1"
"923-0041700",1,1,"","1","0"
"923-0041728",0,1,"","1","1"
"923-0041751",0,1,"","1","1"
"923-0041768",1,1,"","1","0"
"923-0041785",1,1,"","1","0"
"923-0041793",1,1,"","1","1"
"923-0041800",0,1,"","1","0"
"923-0041803",0,1,"","1","0"
"923-0041857",1,1,"","1","1"
"923-0041879",1,1,"","1","0"
"923-0041909",0,1,"","1","1"
"923-0041912",0,1,"","1","0"
"923-0041921",1,1,"","1","0"
"923-0041926",0,1,"","1","0"
"923-0041936",1,1,"","1","1"
"923-0041963",0,1,"","1","0"
"923-0041985",0,1,"","1","0"
"923-0042023",1,1,"","1","0"
"923-0042039",0,1,"","1","1"
"923-0042045",1,1,"","1","0"
"923-0042048",1,1,"","1","0"
"923-0042059",1,1,"","1","1"
"923-0042070",1,1,"","1","1"
"923-0042094",1,1,"","1","0"
"923-0042101",1,1,"","1","0"
"923-0042103",1,1,"","1","0"
"923-0042116",1,1,"","1","0"
"923-0042117",0,1,"","1","0"
"923-0042132",1,1,"","1","0"
"923-0042134",1,1,"","1","1"
"923-0042135",1,1,"","1","0"
"923-0042172",1,1,"","1","1"
"923-0042247",1,1,"","1","1"
"923-0042248",1,1,"","1","0"
"923-0042251",1,1,"","1","1"
"923-0042288",1,1,"","1","0"
"923-0042328",1,1,"","1","1"
"923-0042330",1,1,"","1","0"
"923-0042336",1,1,"","1","0"
